,Entity,Year_internet,Code,internet_usage,co2_tonnes_per_person,income_per_person,energy_per_person
469,Bolivia,2005,BOL,5.227583957,1.31,5750,563
470,Bolivia,2006,BOL,6.200671255,1.59,5920,692
471,Bolivia,2007,BOL,10.49924432,1.27,6090,554
472,Bolivia,2008,BOL,12.5,1.34,6350,579
473,Bolivia,2009,BOL,16.8,1.38,6460,594
474,Bolivia,2010,BOL,22.4,1.49,6610,636
475,Bolivia,2011,BOL,30.0,1.57,6850,661
476,Bolivia,2012,BOL,35.34,1.79,7080,748
477,Bolivia,2013,BOL,36.99,1.79,7440,740
478,Bolivia,2014,BOL,34.6,1.87,7730,778
479,Bolivia,2015,BOL,35.56227065,1.81,7980,
480,Bosnia and Herzegovina,1990,BIH,0.0,4.36,3710,1570
481,Bosnia and Herzegovina,1991,BIH,0.0,3.16,3130,1450
482,Bosnia and Herzegovina,1992,BIH,0.0,3.55,2260,1050
483,Bosnia and Herzegovina,1993,BIH,0.0,3.09,1610,909
484,Bosnia and Herzegovina,1994,BIH,0.0,0.815,1650,365
485,Bosnia and Herzegovina,1995,BIH,0.0,0.889,2050,390
486,Bosnia and Herzegovina,1996,BIH,0.015125563,1.13,3950,464
487,Bosnia and Herzegovina,1997,BIH,0.059425563,2.24,5340,721
488,Bosnia and Herzegovina,1998,BIH,0.14367106,2.83,6180,897
489,Bosnia and Herzegovina,1999,BIH,0.1943742,2.76,6760,885
490,Bosnia and Herzegovina,2000,BIH,1.08296075,3.66,7610,1160
491,Bosnia and Herzegovina,2001,BIH,1.200526951,3.53,7780,1120
492,Bosnia and Herzegovina,2002,BIH,2.648267914,3.77,8160,1170
493,Bosnia and Herzegovina,2003,BIH,3.965036834,3.82,8470,1170
494,Bosnia and Herzegovina,2004,BIH,15.46897162,4.11,9000,1280
495,Bosnia and Herzegovina,2005,BIH,21.326701,4.26,9350,1340
496,Bosnia and Herzegovina,2006,BIH,25.12238569,4.62,9860,1410
497,Bosnia and Herzegovina,2007,BIH,27.92,4.65,10.4k,1410
498,Bosnia and Herzegovina,2008,BIH,34.66,5.32,11k,1590
499,Bosnia and Herzegovina,2009,BIH,37.74,5.5,10.8k,1660
500,Bosnia and Herzegovina,2010,BIH,42.75,5.71,10.9k,1750
501,Bosnia and Herzegovina,2011,BIH,43.88768653,6.5,11.2k,1950
502,Bosnia and Herzegovina,2012,BIH,45.06450043,6.15,11.3k,1850
503,Bosnia and Herzegovina,2013,BIH,48.52131417,6.16,11.7k,1820
504,Bosnia and Herzegovina,2014,BIH,49.91773243,5.55,12.1k,2250
505,Bosnia and Herzegovina,2015,BIH,52.6,5.39,12.6k,
506,Botswana,1990,BWA,0.0,2.1,8430,947
507,Botswana,1991,BWA,0.0,1.99,8790,936
508,Botswana,1992,BWA,0.0,2.04,8800,1050
509,Botswana,1993,BWA,0.0,2.29,8740,1030
510,Botswana,1994,BWA,0.0,2.11,8840,985
511,Botswana,1995,BWA,0.064521041,2.07,9230,985
512,Botswana,1996,BWA,0.15745423,1.83,9540,938
513,Botswana,1997,BWA,0.30774685,1.82,10.1k,962
514,Botswana,1998,BWA,0.602400929,2.12,9910,1060
515,Botswana,1999,BWA,1.122391474,1.96,10.6k,1070
516,Botswana,2000,BWA,2.902666622,2.3,10.6k,1090
517,Botswana,2001,BWA,3.430886787,2.3,10.5k,1080
518,Botswana,2002,BWA,3.385922351,2.33,10.9k,1080
519,Botswana,2003,BWA,3.345190174,2.21,11.2k,1060
520,Botswana,2004,BWA,3.304889253,2.21,11.3k,1020
521,Botswana,2005,BWA,3.262554036,2.28,11.6k,1040
522,Botswana,2006,BWA,4.289932975,2.25,12.3k,1050
523,Botswana,2007,BWA,5.28,2.26,13.1k,1060
524,Botswana,2008,BWA,6.25,2.35,13.6k,1100
525,Botswana,2009,BWA,6.15,1.98,12.3k,1010
526,Botswana,2010,BWA,6.0,2.28,13.1k,1080
527,Botswana,2011,BWA,9.0,2.0,13.7k,1030
528,Botswana,2012,BWA,16.0,2.49,14.2k,1150
529,Botswana,2013,BWA,30.0,2.75,15.6k,1200
530,Botswana,2014,BWA,36.74474744,3.28,16k,1300
531,Botswana,2015,BWA,37.31205037,2.56,14.9k,
532,Brazil,1990,BRA,0.0,1.39,10.5k,941
533,Brazil,1991,BRA,0.003288171,1.43,10.4k,942
534,Brazil,1992,BRA,0.012946262,1.42,10.2k,936
535,Brazil,1993,BRA,0.025498253,1.46,10.5k,943
536,Brazil,1994,BRA,0.037672709,1.5,11k,977
537,Brazil,1995,BRA,0.105138168,1.58,11.3k,994
538,Brazil,1996,BRA,0.450789179,1.71,11.3k,1030
539,Brazil,1997,BRA,0.786079155,1.78,11.5k,1070
540,Brazil,1998,BRA,1.477874959,1.82,11.4k,1080
541,Brazil,1999,BRA,2.038732184,1.84,11.3k,1080
542,Brazil,2000,BRA,2.870685159,1.86,11.6k,1070
543,Brazil,2001,BRA,4.528494869,1.88,11.6k,1080
544,Brazil,2002,BRA,9.149425086,1.83,11.8k,1090
545,Brazil,2003,BRA,13.2075861,1.75,11.8k,1090
546,Brazil,2004,BRA,19.07367227,1.81,12.3k,1140
547,Brazil,2005,BRA,21.02274725,1.84,12.6k,1160
548,Brazil,2006,BRA,28.17838018,1.82,12.9k,1180
549,Brazil,2007,BRA,30.88,1.88,13.6k,1240
550,Brazil,2008,BRA,33.83,1.98,14.1k,1290
551,Brazil,2009,BRA,39.22,1.86,14k,1240
552,Brazil,2010,BRA,40.65,2.1,14.9k,1360
553,Brazil,2011,BRA,45.69,2.18,15.3k,1370
554,Brazil,2012,BRA,48.56,2.31,15.5k,1410
555,Brazil,2013,BRA,51.04,2.46,15.8k,1460
556,Brazil,2014,BRA,54.55100188,2.59,15.8k,1500
557,Brazil,2015,BRA,58.32795173,2.42,15.1k,
558,Brunei,1990,BRN,0.0,23.9,71.2k,6670
559,Brunei,1991,BRN,0.0,19.9,71.4k,7340
560,Brunei,1992,BRN,0.0,19.0,72.7k,7670
561,Brunei,1993,BRN,0.0,17.6,70.9k,7180
562,Brunei,1994,BRN,0.0,16.2,71.2k,6480
563,Brunei,1995,BRN,1.017080166,16.1,72.4k,7560
564,Brunei,1996,BRN,3.303349927,15.6,72.7k,7430
565,Brunei,1997,BRN,4.831057905,15.8,69.9k,7490
566,Brunei,1998,BRN,6.284742844,16.2,68k,7290
567,Brunei,1999,BRN,7.671041206,11.7,68.5k,7270
568,Brunei,2000,BRN,8.996284534,13.8,69k,7160
569,Brunei,2001,BRN,12.91776908,12.9,69.5k,6490
570,Brunei,2002,BRN,15.32987986,12.3,70.8k,6220
571,Brunei,2003,BRN,19.59500322,12.7,71.5k,7090
572,Brunei,2004,BRN,29.71560414,13.6,70.6k,6390
573,Brunei,2005,BRN,36.46639195,13.3,69.8k,6070
574,Brunei,2006,BRN,42.18634916,12.8,71.8k,8510
575,Brunei,2007,BRN,44.68,22.2,71.1k,8610
576,Brunei,2008,BRN,46.0,23.7,68.9k,9340
577,Brunei,2009,BRN,49.0,20.2,66.9k,7930
578,Brunei,2010,BRN,53.0,20.8,67.8k,8340
579,Brunei,2011,BRN,56.0,24.3,69.4k,9840
580,Brunei,2012,BRN,60.27306504,23.8,69.1k,9600
581,Brunei,2013,BRN,64.5,18.9,66.7k,7520
582,Brunei,2014,BRN,68.77,21.8,64.2k,8670
583,Brunei,2015,BRN,71.2,16.8,63.1k,
584,Bulgaria,1990,BGR,0.0,8.66,12.5k,3240
585,Bulgaria,1991,BGR,0.0,6.98,11.6k,2540
586,Bulgaria,1992,BGR,0.0,6.57,10.8k,2400
587,Bulgaria,1993,BGR,0.002339042,6.72,10.8k,2590
588,Bulgaria,1994,BGR,0.019526669,6.61,11k,2520
589,Bulgaria,1995,BGR,0.119665549,6.88,11.4k,2750
590,Bulgaria,1996,BGR,0.725251167,7.0,12k,2750
591,Bulgaria,1997,BGR,1.219813132,6.78,10.4k,2500
592,Bulgaria,1998,BGR,1.844965121,6.54,10.8k,2430
593,Bulgaria,1999,BGR,2.908154025,5.74,9990,2230
594,Bulgaria,2000,BGR,5.370923469,5.66,10.5k,2280
595,Bulgaria,2001,BGR,7.612297749,6.17,11.1k,2420
596,Bulgaria,2002,BGR,9.08,5.87,12k,2410
597,Bulgaria,2003,BGR,12.04,6.47,12.8k,2490
598,Bulgaria,2004,BGR,18.13,6.4,13.7k,2440
599,Bulgaria,2005,BGR,19.97,6.59,14.8k,2600
600,Bulgaria,2006,BGR,27.09,6.8,15.9k,2690
601,Bulgaria,2007,BGR,33.64,7.35,17.1k,2670
602,Bulgaria,2008,BGR,39.67,7.18,18.3k,2650
603,Bulgaria,2009,BGR,45.0,6.12,17.8k,2350
604,Bulgaria,2010,BGR,46.23,6.44,18.2k,2420
605,Bulgaria,2011,BGR,47.97999305,7.2,18.7k,2620
606,Bulgaria,2012,BGR,51.89998767,6.59,18.9k,2510
607,Bulgaria,2013,BGR,53.0615,5.84,18.9k,2330
608,Bulgaria,2014,BGR,55.49,6.23,19.2k,2480
609,Bulgaria,2015,BGR,56.65625161,6.69,20k,
610,Cambodia,1990,KHM,0.0,0.141,1630,
611,Cambodia,1991,KHM,0.0,0.141,1660,
612,Cambodia,1992,KHM,0.0,0.14,1660,
613,Cambodia,1993,KHM,0.0,0.139,1610,
614,Cambodia,1994,KHM,0.0,0.142,1650,
615,Cambodia,1995,KHM,0.0,0.145,1670,266
616,Cambodia,1997,KHM,0.005844911,0.135,1710,267
617,Cambodia,1998,KHM,0.016324986,0.167,1720,296
618,Cambodia,1999,KHM,0.031969578,0.16,1840,289
619,Cambodia,2000,KHM,0.04702264,0.163,1930,281
620,Cambodia,2001,KHM,0.076956056,0.181,2010,277
621,Cambodia,2002,KHM,0.226983238,0.175,2060,316
622,Cambodia,2003,KHM,0.260570198,0.185,2150,320
623,Cambodia,2004,KHM,0.300436644,0.187,2290,259
624,Cambodia,2005,KHM,0.317321781,0.209,2490,259
625,Cambodia,2006,KHM,0.46835672,0.223,2660,254
626,Cambodia,2007,KHM,0.49,0.253,2820,254
627,Cambodia,2008,KHM,0.51,0.274,2890,251
628,Cambodia,2009,KHM,0.53,0.324,2830,360
629,Cambodia,2010,KHM,1.26,0.352,2820,370
630,Cambodia,2011,KHM,3.1,0.351,2880,381
631,Cambodia,2012,KHM,4.94,0.361,3020,391
632,Cambodia,2013,KHM,6.8,0.365,3190,397
633,Cambodia,2014,KHM,14.0,0.427,3360,417
634,Cambodia,2015,KHM,6.43319107,0.545,3540,
635,Cameroon,1990,CMR,0.0,0.0532,3380,423
636,Cameroon,1991,CMR,0.0,0.00465,3160,414
637,Cameroon,1992,CMR,0.0,0.218,2970,407
638,Cameroon,1993,CMR,0.0,0.224,2660,409
639,Cameroon,1994,CMR,0.0,0.215,2630,411
640,Cameroon,1995,CMR,0.0,0.236,2630,407
641,Cameroon,1997,CMR,0.006768744,0.22,2720,407
642,Cameroon,1998,CMR,0.013216341,0.213,2780,408
643,Cameroon,1999,CMR,0.129067581,0.199,2830,400
644,Cameroon,2000,CMR,0.252120078,0.216,2860,407
645,Cameroon,2001,CMR,0.277051322,0.209,2900,401
646,Cameroon,2002,CMR,0.360871584,0.203,2950,400
647,Cameroon,2003,CMR,0.587622611,0.22,3030,405
648,Cameroon,2004,CMR,0.976075415,0.223,3160,406
649,Cameroon,2005,CMR,1.402654226,0.203,3150,398
650,Cameroon,2006,CMR,2.028744791,0.206,3180,369
651,Cameroon,2007,CMR,2.93,0.305,3230,338
652,Cameroon,2008,CMR,3.4,0.282,3230,332
653,Cameroon,2009,CMR,3.84,0.334,3220,349
654,Cameroon,2010,CMR,4.3,0.328,3220,342
655,Cameroon,2011,CMR,5.0,0.295,3240,321
656,Cameroon,2012,CMR,7.5,0.274,3300,322
657,Cameroon,2013,CMR,10.0,0.22,3370,330
658,Cameroon,2014,CMR,16.21487223,0.293,3470,335
659,Cameroon,2015,CMR,20.68014766,0.333,3570,
660,Canada,1990,CAN,0.360999701,16.8,34.6k,7630
661,Canada,1991,CAN,0.570385926,16.2,33.5k,7520
662,Canada,1992,CAN,0.91598104,16.5,33.4k,7600
663,Canada,1993,CAN,1.184557509,16.4,33.9k,7770
664,Canada,1994,CAN,2.378693853,16.7,35.1k,7960
665,Canada,1995,CAN,4.163525253,17.0,35.6k,7980
666,Canada,1996,CAN,6.76023965,17.3,35.8k,8050
667,Canada,1997,CAN,15.07235736,17.6,34k,8060
668,Canada,1998,CAN,24.8974003,17.8,34.7k,7950
669,Canada,1999,CAN,36.18644004,18.1,35.8k,8110
670,Canada,2000,CAN,51.3,18.7,37.2k,8270
671,Canada,2001,CAN,60.2,18.3,37.3k,8060
672,Canada,2002,CAN,61.59329927,18.3,38.2k,7990
673,Canada,2003,CAN,64.2,18.7,39.3k,8340
674,Canada,2004,CAN,65.95596346,18.4,40.4k,8460
675,Canada,2005,CAN,71.66,17.9,42k,8420
676,Canada,2006,CAN,72.4,17.6,43.4k,8240
677,Canada,2007,CAN,73.2,18.1,45.9k,8210
678,Canada,2008,CAN,76.7,17.3,45.9k,8190
679,Canada,2009,CAN,80.3,16.1,44k,7800
680,Canada,2010,CAN,80.3,16.3,44.9k,7790
681,Canada,2011,CAN,83.0,16.4,45.8k,7910
682,Canada,2012,CAN,83.0,16.3,46.1k,7730
683,Canada,2013,CAN,85.8,16.4,46.7k,7740
684,Canada,2014,CAN,87.12,16.2,47.6k,7900
685,Canada,2015,CAN,90.0,16.0,47.5k,7630
686,Cape Verde,1990,CPV,0.0,0.282,1750,85.9
687,Cape Verde,1991,CPV,0.0,0.286,1730,
688,Cape Verde,1992,CPV,0.0,0.299,1870,
689,Cape Verde,1993,CPV,0.0,0.301,1970,
690,Cape Verde,1994,CPV,0.0,0.302,2290,
691,Cape Verde,1995,CPV,0.0,0.313,2550,
692,Cape Verde,1997,CPV,0.24096792,0.363,3010,
693,Cape Verde,1998,CPV,0.472735008,0.382,3320,
694,Cape Verde,1999,CPV,1.159982461,0.436,3620,
695,Cape Verde,2000,CPV,1.822443852,0.505,4070,
696,Cape Verde,2001,CPV,2.685332713,0.539,4080,
697,Cape Verde,2002,CPV,3.518757175,0.621,4230,
698,Cape Verde,2003,CPV,4.324885391,0.685,4340,
699,Cape Verde,2004,CPV,5.31883207,0.723,4710,195
700,Cape Verde,2005,CPV,6.074087107,0.95,4970,214
701,Cape Verde,2006,CPV,6.808911008,1.01,5290,217
702,Cape Verde,2007,CPV,8.28321982,1.07,6020,217
703,Cape Verde,2008,CPV,14.0,0.976,6340,
704,Cape Verde,2009,CPV,21.0,1.08,6190,
705,Cape Verde,2010,CPV,30.0,1.13,6200,
706,Cape Verde,2011,CPV,32.0,1.23,6370,
707,Cape Verde,2012,CPV,34.74,1.0,6350,
708,Cape Verde,2013,CPV,37.5,0.975,6320,
709,Cape Verde,2014,CPV,40.26,0.948,6280,
710,Cape Verde,2015,CPV,42.68301416,0.943,6270,
711,Chile,1990,CHL,0.0,2.48,9850,1060
712,Chile,1991,CHL,0.0,2.31,10.4k,1060
713,Chile,1992,CHL,0.036548938,2.35,11.4k,1130
714,Chile,1993,CHL,0.071783144,2.46,12k,1140
715,Chile,1994,CHL,0.141084507,2.67,12.4k,1200
716,Chile,1995,CHL,0.346980781,2.86,13.3k,1280
717,Chile,1996,CHL,0.68347561,3.27,14k,1390
718,Chile,1997,CHL,1.057092496,3.75,14.8k,1540
719,Chile,1998,CHL,1.662322022,3.8,15.3k,1570
720,Chile,1999,CHL,4.103419297,4.02,15k,1650
721,Chile,2000,CHL,16.6,3.79,15.6k,1640
722,Chile,2001,CHL,19.1,3.39,16k,1590
723,Chile,2002,CHL,22.1,3.48,16.3k,1630
724,Chile,2003,CHL,25.47377889,3.47,16.8k,1630
725,Chile,2004,CHL,28.17791012,3.69,17.8k,1720
726,Chile,2005,CHL,31.17534703,3.77,18.6k,1750
727,Chile,2006,CHL,34.49775117,3.91,19.6k,1810
728,Chile,2007,CHL,35.9,4.28,20.3k,1850
729,Chile,2008,CHL,37.3,4.24,20.8k,1820
730,Chile,2009,CHL,41.56,3.91,20.3k,1750
731,Chile,2010,CHL,45.0,4.18,21.3k,1810
732,Chile,2011,CHL,52.24960729,4.53,22.3k,1950
733,Chile,2012,CHL,55.05,4.58,23.3k,2140
734,Chile,2013,CHL,58.0,4.65,24k,2200
735,Chile,2014,CHL,61.11,4.36,24.2k,2030
736,Chile,2015,CHL,76.62959195,4.55,24.4k,2010
737,China,1990,CHN,0.0,2.06,1420,767
738,China,1991,CHN,0.0,2.13,1540,737
739,China,1992,CHN,0.0,2.2,1730,753
740,China,1993,CHN,0.00016868,2.33,1950,788
741,China,1994,CHN,0.001168115,2.45,2180,816
742,China,1995,CHN,0.00495471,2.63,2390,867
743,China,1996,CHN,0.013081692,2.73,2600,882
744,China,1997,CHN,0.032394861,2.71,2810,872
745,China,1998,CHN,0.168540297,2.57,3000,869
746,China,1999,CHN,0.708187957,2.54,3210,879
747,China,2000,CHN,1.775913207,2.6,3450,899
748,China,2001,CHN,2.639650215,2.64,3710,929
749,China,2002,CHN,4.595704331,2.9,4020,985
750,China,2003,CHN,6.2,3.39,4400,1120
751,China,2004,CHN,7.3,3.88,4820,1270
752,China,2005,CHN,8.523257003,4.34,5340,1390
753,China,2006,CHN,10.52315262,4.77,5980,1520
754,China,2007,CHN,16.0,5.1,6800,1630
755,China,2008,CHN,22.6,5.45,7410,1670
756,China,2009,CHN,28.9,5.7,8070,1780
757,China,2010,CHN,34.3,6.22,8890,1950
758,China,2011,CHN,38.3,6.83,9680,2090
759,China,2012,CHN,42.30011749,6.97,10.4k,2150
760,China,2013,CHN,45.8,7.04,11.1k,2200
761,China,2014,CHN,47.9,7.02,11.9k,2220
762,China,2015,CHN,50.3,6.91,12.6k,
763,Colombia,1990,COL,0.0,1.72,8310,732
764,Colombia,1991,COL,0.0,1.68,8310,725
765,Colombia,1992,COL,0.0,1.79,8480,728
766,Colombia,1993,COL,0.0,1.81,8770,747
767,Colombia,1994,COL,0.107173945,1.87,9100,759
768,Colombia,1995,COL,0.18804679,1.62,9400,758
769,Colombia,1996,COL,0.330017773,1.61,9420,763
770,Colombia,1997,COL,0.550521023,1.71,9580,727
771,Colombia,1998,COL,1.126225245,1.7,9470,749
772,Colombia,1999,COL,1.697730794,1.41,8930,659
773,Colombia,2000,COL,2.207532993,1.42,9040,651
774,Colombia,2001,COL,2.854199971,1.39,9050,639
775,Colombia,2002,COL,4.6,1.36,9140,617
776,Colombia,2003,COL,7.388923711,1.38,9360,620
777,Colombia,2004,COL,9.118690303,1.3,9720,618
778,Colombia,2005,COL,11.00726389,1.41,10k,635
779,Colombia,2006,COL,15.34167454,1.44,10.6k,659
780,Colombia,2007,COL,21.8,1.41,11.2k,647
781,Colombia,2008,COL,25.6,1.52,11.4k,669
782,Colombia,2009,COL,30.0,1.62,11.4k,686
783,Colombia,2010,COL,36.5,1.69,11.8k,690
784,Colombia,2011,COL,40.35091575,1.67,12.5k,684
785,Colombia,2012,COL,48.98,1.73,12.9k,685
786,Colombia,2013,COL,51.7,1.98,13.4k,724
787,Colombia,2014,COL,52.57,1.83,13.9k,724
788,Colombia,2015,COL,55.90497251,1.96,14.1k,
789,Comoros,1990,COM,0.0,0.151,3060,43.4
790,Comoros,1991,COM,0.0,0.156,2810,
791,Comoros,1992,COM,0.0,0.151,2960,
792,Comoros,1993,COM,0.0,0.155,2970,
793,Comoros,1994,COM,0.0,0.151,2730,
794,Comoros,1995,COM,0.0,0.154,2750,
795,Comoros,1997,COM,0.0,0.161,2680,
796,Comoros,1998,COM,0.03787097,0.171,2640,
797,Comoros,1999,COM,0.148162964,0.173,2620,
798,Comoros,2000,COM,0.271740607,0.189,2830,
799,Comoros,2001,COM,0.443068373,0.185,2830,
800,Comoros,2002,COM,0.554869675,0.18,2830,
801,Comoros,2003,COM,0.84818937,0.226,2820,
802,Comoros,2004,COM,1.327327178,0.239,2800,56.9
803,Comoros,2005,COM,2.0,0.228,2820,60.5
804,Comoros,2006,COM,2.2,0.258,2820,67
805,Comoros,2007,COM,2.5,0.16,2780,63.9
806,Comoros,2008,COM,3.0,0.162,2820,
807,Comoros,2009,COM,3.5,0.196,2840,
808,Comoros,2010,COM,5.1,0.234,2880,
809,Comoros,2011,COM,5.5,0.192,2930,
810,Comoros,2012,COM,5.975296308,0.198,2950,
811,Comoros,2013,COM,6.5,0.237,3010,
812,Comoros,2014,COM,6.98,0.203,3000,
813,Comoros,2015,COM,7.459161386,0.217,2960,
814,Costa Rica,1990,CRI,0.0,0.934,9930,538
815,Costa Rica,1991,CRI,0.0,1.03,9900,556
816,Costa Rica,1992,CRI,0.001113325,1.14,10.5k,699
817,Costa Rica,1993,CRI,0.081509754,1.15,11k,695
818,Costa Rica,1994,CRI,0.279912479,1.5,11.2k,668
819,Costa Rica,1995,CRI,0.416829206,1.36,11.4k,665
820,Costa Rica,1996,CRI,0.84105704,1.29,11.3k,652
821,Costa Rica,1997,CRI,1.640221288,1.32,11.6k,645
822,Costa Rica,1998,CRI,2.666378698,1.38,12.1k,627
823,Costa Rica,1999,CRI,3.904323257,1.4,12.4k,677
824,Costa Rica,2000,CRI,5.800253023,1.36,12.6k,725
825,Costa Rica,2001,CRI,9.559482135,1.41,12.8k,717
826,Costa Rica,2002,CRI,19.89485113,1.52,13.1k,742
827,Costa Rica,2003,CRI,20.33361481,1.57,13.4k,784
828,Costa Rica,2004,CRI,20.79230671,1.61,13.8k,915
829,Costa Rica,2005,CRI,22.07,1.56,14.2k,902
830,Costa Rica,2006,CRI,25.1,1.6,15k,963
831,Costa Rica,2007,CRI,28.4,1.79,16k,1020
832,Costa Rica,2008,CRI,32.29,1.77,16.5k,1030
833,Costa Rica,2009,CRI,34.33,1.7,16.2k,1010
834,Costa Rica,2010,CRI,36.5,1.62,16.8k,1020
835,Costa Rica,2011,CRI,39.212196,1.56,17.4k,1000
836,Costa Rica,2012,CRI,47.5,1.53,18k,1010
837,Costa Rica,2013,CRI,45.96,1.59,18.2k,1020
838,Costa Rica,2014,CRI,53.0,1.6,18.7k,1020
839,Costa Rica,2015,CRI,59.76295014,1.51,19.1k,
840,Cote d'Ivoire,1990,CIV,0.0,0.401,2420,364
841,Cote d'Ivoire,1991,CIV,0.0,0.349,2370,362
842,Cote d'Ivoire,1992,CIV,0.0,0.3,2340,380
843,Cote d'Ivoire,1993,CIV,0.0,0.384,2310,380
844,Cote d'Ivoire,1994,CIV,0.0,0.301,2270,377
845,Cote d'Ivoire,1995,CIV,0.000200256,0.431,2370,363
846,Cote d'Ivoire,1996,CIV,0.00840978,0.501,2530,395
847,Cote d'Ivoire,1997,CIV,0.018828361,0.464,2660,390
848,Cote d'Ivoire,1998,CIV,0.060974439,0.423,2780,378
849,Cote d'Ivoire,1999,CIV,0.118685917,0.371,2810,438
850,Cote d'Ivoire,2000,CIV,0.231461671,0.393,2740,413
851,Cote d'Ivoire,2001,CIV,0.395747702,0.439,2720,387
852,Cote d'Ivoire,2002,CIV,0.497929361,0.404,2670,405
853,Cote d'Ivoire,2003,CIV,0.758669629,0.292,2630,375
854,Cote d'Ivoire,2004,CIV,0.849282415,0.409,2650,517
855,Cote d'Ivoire,2005,CIV,1.039238205,0.409,2690,524
856,Cote d'Ivoire,2006,CIV,1.524900791,0.363,2730,504
857,Cote d'Ivoire,2007,CIV,1.8,0.341,2770,531
858,Cote d'Ivoire,2008,CIV,1.9,0.336,2830,522
859,Cote d'Ivoire,2009,CIV,2.0,0.275,2920,467
860,Cote d'Ivoire,2010,CIV,2.7,0.296,2970,495
861,Cote d'Ivoire,2011,CIV,2.9,0.302,2840,554
862,Cote d'Ivoire,2012,CIV,5.0,0.387,3060,586
863,Cote d'Ivoire,2013,CIV,12.0,0.432,3280,613
864,Cote d'Ivoire,2014,CIV,19.2742298,0.43,3500,613
865,Cote d'Ivoire,2015,CIV,38.44000017,0.405,3740,
866,Croatia,1990,HRV,0.0,4.89,18.6k,1980
867,Croatia,1991,HRV,0.0,3.61,14.9k,1740
868,Croatia,1992,HRV,0.0,3.49,13.6k,1630
869,Croatia,1993,HRV,0.097213389,3.61,12.8k,1680
870,Croatia,1994,HRV,0.268318997,3.49,13.8k,1630
871,Croatia,1995,HRV,0.51402859,3.67,15.1k,1690
872,Croatia,1996,HRV,0.858982368,3.83,16.3k,1770
873,Croatia,1997,HRV,1.729609312,4.1,17.4k,1880
874,Croatia,1998,HRV,3.273220279,4.3,17.8k,1950
875,Croatia,1999,HRV,4.405359119,4.52,17.7k,1930
876,Croatia,2000,HRV,6.644882544,4.45,18.4k,1880
877,Croatia,2001,HRV,11.55857318,4.73,19.7k,2020
878,Croatia,2002,HRV,17.76,4.99,20.8k,2080
879,Croatia,2003,HRV,22.75,5.31,21.9k,2230
880,Croatia,2004,HRV,30.91,5.23,22.8k,2230
881,Croatia,2005,HRV,33.14,5.35,23.8k,2260
882,Croatia,2006,HRV,37.98,5.4,24.9k,2250
883,Croatia,2007,HRV,41.44,5.72,26.2k,2340
884,Croatia,2008,HRV,44.24,5.44,26.7k,2280
885,Croatia,2009,HRV,50.58,5.04,24.8k,2210
886,Croatia,2010,HRV,56.55,4.87,24.5k,2190
887,Croatia,2011,HRV,57.78997899,4.8,24.6k,2140
888,Croatia,2012,HRV,61.93997315,4.45,24.1k,2020
889,Croatia,2013,HRV,66.7476,4.32,24.1k,1980
890,Croatia,2014,HRV,68.57,4.16,24.1k,1900
891,Croatia,2015,HRV,69.84503592,4.22,24.9k,
892,Cuba,1990,CUB,0.0,3.09,5480,1640
893,Cuba,1991,CUB,0.0,2.71,4630,1350
894,Cuba,1992,CUB,0.0,1.96,3950,1180
895,Cuba,1993,CUB,0.0,1.84,3090,977
896,Cuba,1994,CUB,0.0,1.97,3120,1000
897,Cuba,1995,CUB,9.17e-05,2.35,3330,998
898,Cuba,1996,CUB,0.031949001,2.46,3780,1080
899,Cuba,1997,CUB,0.068220214,2.23,3980,1110
900,Cuba,1998,CUB,0.226699199,2.21,3970,1030
901,Cuba,1999,CUB,0.314690541,2.27,4210,1070
902,Cuba,2000,CUB,0.541182549,2.33,4660,1140
903,Cuba,2001,CUB,1.079751722,2.27,4920,1110
904,Cuba,2002,CUB,3.770585038,2.32,5080,1040
905,Cuba,2003,CUB,5.241269054,2.26,5240,1030
906,Cuba,2004,CUB,8.407984759,2.21,5300,1000
907,Cuba,2005,CUB,9.738062208,2.3,5480,947
908,Cuba,2006,CUB,11.15960131,2.34,6300,946
909,Cuba,2007,CUB,11.69,2.29,6550,901
910,Cuba,2008,CUB,12.94,2.47,6980,958
911,Cuba,2009,CUB,14.33,2.5,7260,1020
912,Cuba,2010,CUB,15.9,3.02,7650,1100
913,Cuba,2011,CUB,16.0172908,2.6,8050,1030
914,Cuba,2012,CUB,21.2,2.62,8300,1070
915,Cuba,2013,CUB,27.93,2.46,8580,1020
916,Cuba,2014,CUB,29.07018437,2.43,8870,1030
917,Cuba,2015,CUB,37.30509742,2.57,9170,
918,Cyprus,1990,CYP,0.0,6.08,25.2k,1780
919,Cyprus,1991,CYP,0.0,6.57,24.8k,1780
920,Cyprus,1992,CYP,0.05006043,6.9,26.4k,1960
921,Cyprus,1993,CYP,0.056367482,7.05,25.9k,2060
922,Cyprus,1994,CYP,0.111034621,7.18,26.9k,2300
923,Cyprus,1995,CYP,0.410120685,6.88,28.6k,1980
924,Cyprus,1996,CYP,0.673343541,7.14,28.5k,2160
925,Cyprus,1997,CYP,4.378272095,7.1,28.9k,2070
926,Cyprus,1998,CYP,8.890539159,7.28,30.3k,2170
927,Cyprus,1999,CYP,11.34239866,7.43,31.4k,2150
928,Cyprus,2000,CYP,15.25539437,7.56,32.9k,2270
929,Cyprus,2001,CYP,18.81875904,7.3,33.9k,2200
